pattern_id,pattern_type,description,threshold
P102627,circular,Money returns to original account,7
P102628,velocity,High frequency transactions in short time,9
P102629,velocity,High frequency transactions in short time,7
P102630,circular,Money returns to original account,3
P102631,velocity,High frequency transactions in short time,1
P102632,circular,Money returns to original account,1
P102633,circular,Money returns to original account,3
P102634,smurfing,Multiple small transactions within short time,10
P102635,smurfing,Multiple small transactions within short time,3
P102636,velocity,High frequency transactions in short time,6
P102637,smurfing,Multiple small transactions within short time,7
P102638,circular,Money returns to original account,5
P102639,velocity,High frequency transactions in short time,5
P102640,circular,Money returns to original account,6
P102641,velocity,High frequency transactions in short time,4
P102642,circular,Money returns to original account,2
P102643,velocity,High frequency transactions in short time,7
P102644,circular,Money returns to original account,3
P102645,smurfing,Multiple small transactions within short time,1
P102646,smurfing,Multiple small transactions within short time,2
P102647,smurfing,Multiple small transactions within short time,9
P102648,layering,Multiple sequential transfers across accounts,1
P102649,layering,Multiple sequential transfers across accounts,9
P102650,circular,Money returns to original account,4
P102651,layering,Multiple sequential transfers across accounts,1
P102652,circular,Money returns to original account,7
P102653,smurfing,Multiple small transactions within short time,8
P102654,velocity,High frequency transactions in short time,7
P102655,smurfing,Multiple small transactions within short time,10
P102656,layering,Multiple sequential transfers across accounts,8
P102657,velocity,High frequency transactions in short time,5
P102658,smurfing,Multiple small transactions within short time,9
P102659,velocity,High frequency transactions in short time,10
P102660,velocity,High frequency transactions in short time,3
P102661,circular,Money returns to original account,3
P102662,circular,Money returns to original account,9
P102663,smurfing,Multiple small transactions within short time,3
P102664,layering,Multiple sequential transfers across accounts,2
P102665,velocity,High frequency transactions in short time,6
P102666,circular,Money returns to original account,8
P102667,circular,Money returns to original account,2
P102668,layering,Multiple sequential transfers across accounts,9
P102669,circular,Money returns to original account,7
P102670,smurfing,Multiple small transactions within short time,6
P102671,smurfing,Multiple small transactions within short time,2
P102672,layering,Multiple sequential transfers across accounts,2
P102673,velocity,High frequency transactions in short time,1
P102674,layering,Multiple sequential transfers across accounts,5
P102675,smurfing,Multiple small transactions within short time,4
P102676,circular,Money returns to original account,4
P102677,layering,Multiple sequential transfers across accounts,9
P102678,smurfing,Multiple small transactions within short time,8
P102679,layering,Multiple sequential transfers across accounts,4
P102680,circular,Money returns to original account,5
P102681,velocity,High frequency transactions in short time,4
P102682,velocity,High frequency transactions in short time,8
P102683,velocity,High frequency transactions in short time,7
P102684,smurfing,Multiple small transactions within short time,6
P102685,smurfing,Multiple small transactions within short time,9
P102686,layering,Multiple sequential transfers across accounts,7
P102687,smurfing,Multiple small transactions within short time,2
P102688,layering,Multiple sequential transfers across accounts,4
P102689,velocity,High frequency transactions in short time,9
P102690,velocity,High frequency transactions in short time,5
P102691,smurfing,Multiple small transactions within short time,5
P102692,smurfing,Multiple small transactions within short time,10
P102693,velocity,High frequency transactions in short time,1
P102694,circular,Money returns to original account,4
P102695,circular,Money returns to original account,10
P102696,circular,Money returns to original account,1
P102697,velocity,High frequency transactions in short time,4
P102698,smurfing,Multiple small transactions within short time,9
P102699,circular,Money returns to original account,10
P102700,layering,Multiple sequential transfers across accounts,7
P102701,smurfing,Multiple small transactions within short time,6
P102702,layering,Multiple sequential transfers across accounts,10
P102703,circular,Money returns to original account,9
P102704,circular,Money returns to original account,8
P102705,velocity,High frequency transactions in short time,7
P102706,velocity,High frequency transactions in short time,7
P102707,circular,Money returns to original account,6
