complaint_id,text,label
C102474,Unable to update profile,normal
C102475,Login issue,normal
C102476,Password reset not working,normal
C102477,Unable to update profile,normal
C102478,App is slow,normal
C102479,Password reset not working,normal
C102480,Password reset not working,normal
C102481,Money deducted but not received,fraud
C102482,Unauthorized transaction from my account,fraud
C102483,Unable to update profile,normal
C102484,Unknown beneficiary added and funds transferred,fraud
C102485,Suspicious activity detected,fraud
C102486,Money deducted but not received,fraud
C102487,Unauthorized transaction from my account,fraud
C102488,Unknown beneficiary added and funds transferred,fraud
C102489,App is slow,normal
C102490,Password reset not working,normal
C102491,Multiple OTP requests without action,fraud
C102492,Unknown beneficiary added and funds transferred,fraud
C102493,App is slow,normal
C102494,Need account statement,normal
C102495,App is slow,normal
C102496,Unknown beneficiary added and funds transferred,fraud
C102497,App is slow,normal
C102498,Login issue,normal
C102499,Password reset not working,normal
C102500,Password reset not working,normal
C102501,Suspicious activity detected,fraud
C102502,Need account statement,normal
C102503,Unable to update profile,normal
C102504,App is slow,normal
C102505,Multiple OTP requests without action,fraud
C102506,Multiple OTP requests without action,fraud
C102507,Money deducted but not received,fraud
C102508,Login issue,normal
C102509,Login issue,normal
C102510,Suspicious activity detected,fraud
C102511,Unauthorized transaction from my account,fraud
C102512,Unable to update profile,normal
C102513,Suspicious activity detected,fraud
C102514,App is slow,normal
C102515,Unable to update profile,normal
C102516,Unauthorized transaction from my account,fraud
C102517,Unable to update profile,normal
C102518,Need account statement,normal
C102519,Unknown beneficiary added and funds transferred,fraud
C102520,Login issue,normal
C102521,Unauthorized transaction from my account,fraud
C102522,Login issue,normal
C102523,Unable to update profile,normal
C102524,Unauthorized transaction from my account,fraud
C102525,Unable to update profile,normal
C102526,Unable to update profile,normal
C102527,Unable to update profile,normal
C102528,Multiple OTP requests without action,fraud
C102529,Login issue,normal
C102530,Need account statement,normal
C102531,Multiple OTP requests without action,fraud
C102532,Need account statement,normal
C102533,Unable to update profile,normal
C102534,Login issue,normal
C102535,Unable to update profile,normal
C102536,Multiple OTP requests without action,fraud
C102537,Suspicious activity detected,fraud
C102538,App is slow,normal
C102539,Unable to update profile,normal
C102540,Unable to update profile,normal
C102541,Unauthorized transaction from my account,fraud
C102542,Unable to update profile,normal
C102543,Need account statement,normal
C102544,App is slow,normal
C102545,Login issue,normal
C102546,Unable to update profile,normal
C102547,Need account statement,normal
C102548,Need account statement,normal
C102549,Unauthorized transaction from my account,fraud
C102550,Login issue,normal
C102551,Password reset not working,normal
C102552,Unknown beneficiary added and funds transferred,fraud
C102553,Money deducted but not received,fraud
C102554,Need account statement,normal
C102555,Multiple OTP requests without action,fraud
C102556,Unable to update profile,normal
C102557,Suspicious activity detected,fraud
C102558,Suspicious activity detected,fraud
C102559,Need account statement,normal
C102560,Unauthorized transaction from my account,fraud
C102561,Money deducted but not received,fraud
C102562,Unauthorized transaction from my account,fraud
C102563,App is slow,normal
C102564,Unknown beneficiary added and funds transferred,fraud
C102565,Unknown beneficiary added and funds transferred,fraud
C102566,App is slow,normal
C102567,Money deducted but not received,fraud
C102568,Password reset not working,normal
C102569,Suspicious activity detected,fraud
C102570,Unable to update profile,normal
C102571,Need account statement,normal
C102572,Unauthorized transaction from my account,fraud
C102573,App is slow,normal
C102574,Suspicious activity detected,fraud
C102575,Unknown beneficiary added and funds transferred,fraud
C102576,Password reset not working,normal
C102577,Unable to update profile,normal
C102578,Login issue,normal
C102579,Money deducted but not received,fraud
C102580,App is slow,normal
C102581,App is slow,normal
C102582,Login issue,normal
C102583,Unable to update profile,normal
C102584,Multiple OTP requests without action,fraud
C102585,App is slow,normal
C102586,Need account statement,normal
C102587,Unable to update profile,normal
C102588,Need account statement,normal
C102589,App is slow,normal
C102590,Suspicious activity detected,fraud
C102591,Password reset not working,normal
C102592,Login issue,normal
C102593,Unable to update profile,normal
C102594,Unauthorized transaction from my account,fraud
C102595,Login issue,normal
C102596,Multiple OTP requests without action,fraud
C102597,Unknown beneficiary added and funds transferred,fraud
C102598,Money deducted but not received,fraud
C102599,Multiple OTP requests without action,fraud
C102600,Money deducted but not received,fraud
C102601,Need account statement,normal
C102602,Multiple OTP requests without action,fraud
C102603,Suspicious activity detected,fraud
C102604,App is slow,normal
C102605,Suspicious activity detected,fraud
C102606,Need account statement,normal
C102607,Unknown beneficiary added and funds transferred,fraud
C102608,Unauthorized transaction from my account,fraud
C102609,Unable to update profile,normal
C102610,Unknown beneficiary added and funds transferred,fraud
C102611,Password reset not working,normal
C102612,Password reset not working,normal
C102613,Need account statement,normal
C102614,Password reset not working,normal
C102615,Unauthorized transaction from my account,fraud
C102616,Money deducted but not received,fraud
C102617,Unable to update profile,normal
C102618,App is slow,normal
C102619,Password reset not working,normal
C102620,Password reset not working,normal
C102621,Password reset not working,normal
C102622,Password reset not working,normal
C102623,Multiple OTP requests without action,fraud
C102624,Password reset not working,normal
C102625,App is slow,normal
C102626,Unauthorized transaction from my account,fraud
C102627,Login issue,normal
C102628,Money deducted but not received,fraud
C102629,Unable to update profile,normal
C102630,Money deducted but not received,fraud
C102631,Need account statement,normal
C102632,App is slow,normal
C102633,Login issue,normal
C102634,Login issue,normal
C102635,App is slow,normal
C102636,App is slow,normal
C102637,Login issue,normal
C102638,Login issue,normal
C102639,Unknown beneficiary added and funds transferred,fraud
C102640,Money deducted but not received,fraud
C102641,Unknown beneficiary added and funds transferred,fraud
C102642,Unable to update profile,normal
C102643,Password reset not working,normal
C102644,App is slow,normal
C102645,Need account statement,normal
C102646,Unable to update profile,normal
C102647,Password reset not working,normal
C102648,Unauthorized transaction from my account,fraud
C102649,App is slow,normal
C102650,App is slow,normal
C102651,App is slow,normal
C102652,App is slow,normal
C102653,App is slow,normal
C102654,Password reset not working,normal
C102655,Need account statement,normal
C102656,Unauthorized transaction from my account,fraud
C102657,Login issue,normal
C102658,Unable to update profile,normal
C102659,Login issue,normal
C102660,App is slow,normal
C102661,Unknown beneficiary added and funds transferred,fraud
C102662,Need account statement,normal
C102663,Need account statement,normal
C102664,App is slow,normal
C102665,Login issue,normal
C102666,Unauthorized transaction from my account,fraud
C102667,Unable to update profile,normal
C102668,Unauthorized transaction from my account,fraud
C102669,Password reset not working,normal
C102670,Unauthorized transaction from my account,fraud
C102671,Unable to update profile,normal
C102672,Password reset not working,normal
C102673,App is slow,normal
C102674,Login issue,normal
C102675,Unable to update profile,normal
C102676,Need account statement,normal
C102677,Password reset not working,normal
C102678,Need account statement,normal
C102679,Suspicious activity detected,fraud
C102680,Unable to update profile,normal
C102681,Need account statement,normal
C102682,Unable to update profile,normal
C102683,App is slow,normal
C102684,Multiple OTP requests without action,fraud
C102685,Unknown beneficiary added and funds transferred,fraud
C102686,Money deducted but not received,fraud
